work_year,experience_level,experience_level_long,employment_type,job_title,salary_in_aud,employee_residence,remote_ratio,company_location_long,company_size
2023,SE,Senior-level,Full Time,Machine Learning Engineer,306750,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,213300,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,142500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,128250,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,251250,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,159750,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,245700,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,189000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analytics Manager,232500,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analytics Manager,210000,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Scientist,375000,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Scientist,300000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,390000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,279000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,240000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,195000,US,100,United States,M
2023,SE,Senior-level,Full Time,Research Scientist,300000,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Scientist,225000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,72434,ES,0,Spain,M
2023,SE,Senior-level,Full Time,Data Scientist,57947,ES,0,Spain,M
2023,SE,Senior-level,Full Time,Data Scientist,225000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,180000,US,0,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,45000,IN,50,India,M
2023,MI,Mid-level,Full Time,Research Scientist,277500,US,0,United States,M
2023,MI,Mid-level,Full Time,Research Scientist,187500,US,0,United States,M
2022,EN,Entry-level,Part Time,Data Analyst,51480,US,100,United States,S
2022,MI,Mid-level,Full Time,Business Data Analyst,13934,BR,100,Brazil,M
2023,SE,Senior-level,Full Time,Head of Data,112674,PT,100,Portugal,L
2022,EX,Executive-level,Full Time,Data Science Manager,159000,UZ,0,Russian Federation,L
2023,SE,Senior-level,Full Time,Data Analyst,262500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,195000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,183000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,140700,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Science Manager,225000,MX,100,Mexico,M
2023,SE,Senior-level,Full Time,Data Science Manager,135000,MX,100,Mexico,M
2023,SE,Senior-level,Full Time,Data Analyst,247500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,168000,US,100,United States,M
2023,EN,Entry-level,Full Time,Computer Vision Engineer,330000,US,0,United States,M
2023,SE,Senior-level,Full Time,BI Data Analyst,107846,DE,100,Germany,M
2023,EN,Entry-level,Full Time,AI Developer,96578,DE,0,Germany,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,306750,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,213300,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,23709,IN,100,India,S
2023,MI,Mid-level,Full Time,Machine Learning Engineer,300000,US,0,United States,M
2023,MI,Mid-level,Full Time,Machine Learning Engineer,262500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,278850,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,193950,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,278850,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,182550,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,306750,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,213300,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Scientist,60000,FR,50,France,L
2023,SE,Senior-level,Full Time,Data Science Consultant,44180,TH,50,Thailand,M
2023,SE,Senior-level,Full Time,Data Analyst,270270,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,159030,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,204000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,156000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,187500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,165000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,230100,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,184050,US,0,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,465000,US,100,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,358500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,228570,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,182856,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,278850,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,193950,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,371250,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,258300,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Architect,252600,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Architect,157800,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,192420,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,160350,US,0,United States,M
2022,SE,Senior-level,Full Time,Lead Data Scientist,288000,US,100,United States,L
2023,MI,Mid-level,Full Time,Data Engineer,210000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,150000,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Engineer,160964,DE,100,Germany,S
2023,SE,Senior-level,Full Time,Research Engineer,128771,DE,100,Germany,S
2023,SE,Senior-level,Full Time,Machine Learning Engineer,412500,DE,0,Germany,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,261000,DE,0,Germany,M
2023,SE,Senior-level,Full Time,Data Engineer,209250,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,164100,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,209250,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,164100,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,255750,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,127500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Manager,109419,GB,0,United Kingdom,M
2023,SE,Senior-level,Full Time,Data Manager,81548,GB,0,United Kingdom,M
2023,EX,Executive-level,Full Time,Head of Data Science,240432,GB,0,United Kingdom,M
2023,EX,Executive-level,Full Time,Head of Data Science,191201,GB,0,United Kingdom,M
2023,SE,Senior-level,Full Time,Data Engineer,120000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,97500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,187110,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,98232,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Quality Analyst,108300,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Quality Analyst,97470,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,230400,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,160200,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,269963,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,129699,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,180000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,135000,US,0,United States,M
2023,MI,Mid-level,Full Time,Insight Analyst,76559,GB,0,United Kingdom,M
2023,MI,Mid-level,Full Time,Insight Analyst,63800,GB,0,United Kingdom,M
2023,SE,Senior-level,Full Time,Data Scientist,223614,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,123548,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,253500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,165900,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Science Manager,262500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Science Manager,180000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,345000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,270000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,230400,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,160200,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Manager,210000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Manager,180000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Infrastructure Engineer,308880,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Infrastructure Engineer,257400,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,247500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,187500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,397500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,277500,US,0,United States,M
2023,MI,Mid-level,Full Time,Applied Machine Learning Engineer,195000,US,0,United States,M
2022,EN,Entry-level,Full Time,Data Scientist,252000,US,100,United States,M
2023,MI,Mid-level,Full Time,AI Scientist,57947,ES,50,Spain,L
2023,SE,Senior-level,Full Time,Data Analyst,142500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,128250,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,220650,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,136050,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,251370,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,131970,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,303000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,202500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,245700,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,189000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,245700,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,189000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,156000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,97500,US,100,United States,M
2023,SE,Senior-level,Full Time,Research Engineer,345000,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Engineer,222000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,403500,CA,100,Canada,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,237000,CA,100,Canada,M
2023,SE,Senior-level,Full Time,Analytics Engineer,295500,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,159000,US,0,United States,M
2023,MI,Mid-level,Full Time,Deep Learning Engineer,225000,US,100,United States,M
2023,MI,Mid-level,Full Time,Deep Learning Engineer,150000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,435000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,315000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,288000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,259200,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,450360,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,300240,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,450360,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,300240,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,262500,US,0,United States,M
2023,SE,Senior-level,Full Time,Analytics Engineer,210000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Manager,253500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Manager,150000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,555000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,367500,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,173171,GB,100,United Kingdom,L
2023,SE,Senior-level,Full Time,Data Analyst,165000,US,100,United States,S
2023,SE,Senior-level,Full Time,Data Analyst,120000,US,100,United States,S
2023,EN,Entry-level,Full Time,Data Analyst,82500,US,0,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,72000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,142500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,127500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,206250,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,122250,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,484950,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,277050,US,0,United States,M
2021,MI,Mid-level,Full Time,AI Scientist,45000,GH,0,Ghana,S
2023,SE,Senior-level,Full Time,Machine Learning Engineer,279000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,229632,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Infrastructure Engineer,285000,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Infrastructure Engineer,240000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,300000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,225000,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Infrastructure Engineer,285000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Infrastructure Engineer,274965,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,360000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,270000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,300000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,225000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Science Manager,449250,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Science Manager,367650,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,216000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,99000,US,100,United States,M
2023,MI,Mid-level,Full Time,Machine Learning Engineer,222750,US,0,United States,M
2023,MI,Mid-level,Full Time,Machine Learning Engineer,189416,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Architect,342000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Architect,180000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Software Engineer,270000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Software Engineer,135000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,189750,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,117000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,270000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,240000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Software Engineer,408000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Software Engineer,255000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,120000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,90000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,388500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,219000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,300000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,240000,US,0,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,465000,US,100,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,358500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,213000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,142500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,232500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,209250,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,210000,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,180000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,388500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,219000,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,164057,HR,0,Croatia,M
2023,MI,Mid-level,Full Time,Data Analyst,109371,HR,0,Croatia,M
2023,EN,Entry-level,Part Time,Data Analyst,26669,PL,100,India,L
2023,EN,Entry-level,Full Time,Data Scientist,29283,BR,100,Brazil,L
2023,SE,Senior-level,Full Time,Data Science Lead,371250,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Science Lead,258300,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,337500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,234600,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,209250,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,164100,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,187500,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,135000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Infrastructure Engineer,160964,FR,100,France,M
2023,SE,Senior-level,Full Time,Machine Learning Infrastructure Engineer,112674,FR,100,France,M
2023,SE,Senior-level,Full Time,Data Scientist,278850,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,193950,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,209250,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,164100,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,180000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,112500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,253500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,165900,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,432000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,210000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,432000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,210000,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,180000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Engineer,135000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Science Lead,109371,GB,0,United Kingdom,M
2023,MI,Mid-level,Full Time,Data Science Lead,91142,GB,0,United Kingdom,M
2023,SE,Senior-level,Full Time,Data Scientist,322575,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,234600,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Architect,297000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Architect,171000,US,100,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,112500,US,100,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,90000,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,306750,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,213300,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,313950,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,273300,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Manager,210000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Manager,180000,US,0,United States,M
2022,EN,Entry-level,Full Time,Data Scientist,127500,US,0,United States,M
2023,MI,Mid-level,Full Time,Machine Learning Engineer,72914,GB,100,United Kingdom,M
2023,EN,Entry-level,Full Time,Research Engineer,180000,GB,100,United Kingdom,M
2023,EN,Entry-level,Full Time,Research Engineer,90000,GB,100,United Kingdom,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,220650,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,136050,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,345000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,255000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,340500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,162000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,270000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,240000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Architect,270000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Architect,240000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,270000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,195000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,83700,ES,100,Spain,M
2023,SE,Senior-level,Full Time,Data Analyst,77262,ES,100,Spain,M
2023,EN,Entry-level,Full Time,Data Analyst,90000,US,100,United States,L
2023,EN,Entry-level,Full Time,Data Analyst,75000,KW,50,United States,L
2023,SE,Senior-level,Full Time,Data Engineer,340050,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,199950,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,378000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,193500,US,0,United States,M
2023,SE,Senior-level,Full Time,Big Data Architect,227853,GB,100,United Kingdom,L
2023,EN,Entry-level,Full Time,Data Scientist,14591,IN,0,India,L
2023,SE,Senior-level,Full Time,Data Analyst,120000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,78750,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,375000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,243750,US,100,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,127500,US,100,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,112500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,230400,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,160200,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,247500,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,186000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,173901,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,122499,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,251370,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,131970,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,375000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,94500,US,100,United States,M
2023,SE,Senior-level,Full Time,Research Scientist,380625,ES,0,Spain,M
2023,SE,Senior-level,Full Time,Research Scientist,253800,ES,0,Spain,M
2023,SE,Senior-level,Full Time,Research Scientist,380625,ES,0,Spain,M
2023,SE,Senior-level,Full Time,Research Scientist,253800,ES,0,Spain,M
2023,MI,Mid-level,Full Time,Data Scientist,255000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Scientist,180000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,187110,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,98232,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,320370,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,245438,US,100,United States,M
2023,EN,Entry-level,Full Time,Data Engineer,18000,VN,0,Viet Nam,L
2022,SE,Senior-level,Full Time,Machine Learning Software Engineer,562500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,152915,IE,100,Ireland,M
2023,MI,Mid-level,Full Time,Product Data Analyst,24621,IN,100,India,L
2023,SE,Senior-level,Full Time,Machine Learning Engineer,330000,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,255000,US,0,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,352500,US,0,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,315000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Architect,270000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Architect,172500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Architect,300000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Architect,172500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Science Manager,346875,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Science Manager,208125,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,426465,US,0,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,229635,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,240000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,112500,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,187500,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,157500,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,164057,GB,0,United Kingdom,M
2023,MI,Mid-level,Full Time,Data Analyst,127599,GB,0,United Kingdom,M
2023,EN,Entry-level,Full Time,Data Analyst,82500,US,0,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,72000,US,0,United States,M
2023,EN,Entry-level,Full Time,Data Analyst,150000,US,50,United States,M
2023,SE,Senior-level,Full Time,Data Science Lead,338850,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Science Lead,234600,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,375000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,243750,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,477450,US,100,United States,M
2023,SE,Senior-level,Full Time,Machine Learning Engineer,283200,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,577500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,90000,US,0,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,165000,US,100,United States,M
2023,MI,Mid-level,Full Time,Data Analyst,142500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,217500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,202500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,270270,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,159030,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,140879,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,77943,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,362807,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Engineer,200748,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,255000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,135000,US,100,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,316371,US,100,United States,M
2023,EX,Executive-level,Full Time,Data Engineer,175056,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,288750,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Analyst,210000,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,223614,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,123548,US,0,United States,M
2023,MI,Mid-level,Full Time,Machine Learning Engineer,54000,MX,100,Mexico,S
2023,SE,Senior-level,Full Time,Data Scientist,262500,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,223125,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Scientist,555000,US,0,United States,M
2023,SE,Senior-level,Full Time,Research Scientist,300000,US,0,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,352500,US,100,United States,M
2023,SE,Senior-level,Full Time,Data Scientist,277500,US,100,United States,M
2023,MI,Mid-level,Full Time,Machine Learning Engineer,182285,GB,0,United Kingdom,M
2023,MI,Mid-level,Full Time,Machine Learning Engineer,145827,GB,0,United Kingdom,M
2023,SE,Senior-level,Full Time,Data Scientist,324150,US,0,United States,M
